emp_no,first_name,last_name,title,from_date,to_date
12395,Sanjit,Felder,Senior Staff,6/5/1995,1/1/9999
12399,Mihalis,Luga,Senior Staff,12/6/1996,1/1/9999
12399,Mihalis,Luga,Staff,12/7/1987,12/6/1996
12411,Shao,Ibel,Senior Staff,8/17/1991,1/1/9999
12411,Shao,Ibel,Staff,8/17/1986,8/17/1991
12413,Hugh,Gadepally,Engineer,3/4/1994,3/4/1999
12413,Hugh,Gadepally,Senior Engineer,3/4/1999,1/1/9999
12417,Dannz,Spelt,Senior Engineer,2/2/1998,1/1/9999
12422,Berhard,Demos,Senior Staff,6/7/2001,1/1/9999
12422,Berhard,Demos,Staff,6/7/1993,6/7/2001
12454,Kerryn,Farris,Staff,12/18/1998,1/1/9999
12464,Shai,Milicic,Staff,6/1/1998,1/1/9999
12475,Filipe,Roison,Engineer,4/26/1987,4/25/1996
12475,Filipe,Roison,Senior Engineer,4/25/1996,1/1/9999
12487,Mona,Reghbati,Senior Staff,12/7/1998,1/1/9999
12489,Arnould,Munck,Senior Engineer,4/11/1986,1/1/9999
12490,Jackson,Muchinsky,Engineer,5/9/1994,5/8/2000
12490,Jackson,Muchinsky,Senior Engineer,5/8/2000,1/1/9999
12497,Stein,Penz,Senior Staff,9/25/1997,1/1/9999
12497,Stein,Penz,Staff,9/25/1989,9/25/1997
12501,Morrie,Matheson,Senior Staff,6/5/1986,1/1/9999
12504,Adly,Rosaz,Engineer,8/14/1997,1/1/9999
12514,Tomofumi,Melter,Engineer,11/13/1999,1/1/9999
12528,Conor,Cincotta,Senior Staff,9/24/1997,1/1/9999
12528,Conor,Cincotta,Staff,9/24/1988,9/24/1997
12534,Yongmao,Gerlach,Senior Engineer,8/14/1985,1/1/9999
12541,Shih,Nanard,Senior Staff,8/31/1996,1/1/9999
12541,Shih,Nanard,Staff,8/31/1988,8/31/1996
12542,Kazuhide,Bouloucos,Senior Staff,9/11/1993,1/1/9999
12542,Kazuhide,Bouloucos,Staff,9/12/1987,9/11/1993
12551,Jeane,Tzvieli,Engineer,12/4/1987,12/3/1993
12551,Jeane,Tzvieli,Senior Engineer,12/3/1993,1/1/9999
12553,Aral,Vesna,Senior Staff,2/28/1987,1/1/9999
12557,Stafford,Kopetz,Senior Engineer,3/20/1988,1/1/9999
12589,Anoosh,Chleq,Engineer,9/8/1988,9/8/1997
12589,Anoosh,Chleq,Senior Engineer,9/8/1997,1/1/9999
12596,Breannda,Roisin,Senior Staff,9/29/1996,1/1/9999
12601,Ghassan,Simkin,Assistant Engineer,7/9/1992,7/9/1997
12601,Ghassan,Simkin,Engineer,7/9/1997,7/9/2002
12601,Ghassan,Simkin,Senior Engineer,7/9/2002,1/1/9999
12608,Nectarios,Mondadori,Senior Staff,2/22/2000,1/1/9999
12608,Nectarios,Mondadori,Staff,2/22/1991,2/22/2000
12635,Xinyu,Restivo,Engineer,2/3/1995,2/3/2000
12635,Xinyu,Restivo,Senior Engineer,2/3/2000,1/1/9999
12638,Yuqun,Seiwald,Engineer,4/29/1999,1/1/9999
12642,Suebskul,Gips,Senior Staff,10/28/2001,1/1/9999
12642,Suebskul,Gips,Staff,10/28/1996,10/28/2001
12651,Pragnesh,Bael,Senior Staff,1/27/1988,1/1/9999
12662,Leucio,Alvarado,Assistant Engineer,8/27/1985,8/27/1994
12662,Leucio,Alvarado,Engineer,8/27/1994,1/1/9999
12663,Nobuyoshi,Stellhorn,Technique Leader,9/29/1986,1/1/9999
12664,Zhonghua,Parveen,Staff,8/4/1999,1/1/9999
12689,Luerbio,Boudaillier,Engineer,11/23/1992,11/23/2001
12689,Luerbio,Boudaillier,Senior Engineer,11/23/2001,1/1/9999
12691,Oddvar,Gils,Engineer,8/25/1992,8/25/1998
12691,Oddvar,Gils,Senior Engineer,8/25/1998,1/1/9999
12697,Uri,Brizzi,Senior Staff,7/11/1994,1/1/9999
12697,Uri,Brizzi,Staff,7/11/1986,7/11/1994
12709,Ronghao,Botman,Engineer,2/26/1995,2/25/2001
12709,Ronghao,Botman,Senior Engineer,2/25/2001,1/1/9999
12717,Tzu,Jiafu,Staff,10/20/1999,1/1/9999
12722,Elliott,Cheshire,Senior Staff,3/29/1985,1/1/9999
12726,Fumitake,Panwar,Senior Engineer,5/19/1994,1/1/9999
12729,Nahla,Rahier,Engineer,10/15/1992,10/15/1997
12729,Nahla,Rahier,Senior Engineer,10/15/1997,1/1/9999
12731,Yongmao,Waymire,Senior Staff,4/5/1988,1/1/9999
12732,Mara,Takanami,Senior Staff,4/6/1988,1/1/9999
12734,Gil,Frijda,Senior Engineer,3/3/1986,1/1/9999
12755,Rildo,Rodite,Senior Staff,3/18/1994,1/1/9999
12755,Rildo,Rodite,Staff,3/18/1987,3/18/1994
12773,Jenwei,Lovengreen,Engineer,3/5/1985,3/5/1994
12773,Jenwei,Lovengreen,Senior Engineer,3/5/1994,1/1/9999
12790,Gunilla,Perl,Senior Staff,8/7/2000,1/1/9999
12790,Gunilla,Perl,Staff,8/8/1995,8/7/2000
12795,Masoud,Fordan,Senior Staff,6/23/1997,1/1/9999
12795,Masoud,Fordan,Staff,6/23/1988,6/23/1997
12798,Lillian,Beeson,Senior Staff,12/26/1996,1/1/9999
12798,Lillian,Beeson,Staff,12/27/1987,12/26/1996
12803,Gad,Boissier,Senior Staff,3/16/1990,1/1/9999
12803,Gad,Boissier,Staff,3/16/1985,3/16/1990
12815,Sushant,Junot,Senior Staff,2/27/1993,1/1/9999
12815,Sushant,Junot,Staff,2/27/1985,2/27/1993
12819,Mountaz,Gubsky,Engineer,9/9/1989,9/9/1996
12819,Mountaz,Gubsky,Senior Engineer,9/9/1996,1/1/9999
12848,Kazuhide,Smeets,Engineer,5/11/1997,1/1/9999
12863,Leif,Matheson,Engineer,9/6/1985,9/6/1990
12863,Leif,Matheson,Senior Engineer,9/6/1990,1/1/9999
12872,Marl,Schmittgen,Senior Staff,9/9/1993,1/1/9999
12872,Marl,Schmittgen,Staff,9/9/1986,9/9/1993
12879,Baruch,Eugenio,Engineer,6/11/1990,6/11/1995
12879,Baruch,Eugenio,Senior Engineer,6/11/1995,1/1/9999
12890,Neven,Casley,Senior Staff,10/31/1985,1/1/9999
12893,Licheng,Crouzet,Senior Staff,3/18/1995,1/1/9999
12893,Licheng,Crouzet,Staff,3/18/1987,3/18/1995
12895,Roddy,Serot,Senior Engineer,8/15/1993,1/1/9999
12905,Munehiro,Gecsei,Engineer,7/19/1987,7/18/1993
12905,Munehiro,Gecsei,Senior Engineer,7/18/1993,1/1/9999
12926,Heekeun,Luby,Senior Staff,12/24/1992,1/1/9999
12926,Heekeun,Luby,Staff,12/24/1985,12/24/1992
12940,Odinaldo,Farrar,Engineer,12/12/1987,12/11/1992
12940,Odinaldo,Farrar,Senior Engineer,12/11/1992,1/1/9999
12941,Tommaso,Perelgut,Engineer,11/6/1986,11/6/1995
12941,Tommaso,Perelgut,Senior Engineer,11/6/1995,1/1/9999
12949,Geoff,Asrin,Engineer,2/12/1987,2/12/1992
12949,Geoff,Asrin,Senior Engineer,2/12/1992,1/1/9999
12977,Byong,Markovitch,Engineer,8/24/1987,8/23/1992
12977,Byong,Markovitch,Senior Engineer,8/23/1992,1/1/9999
12983,Elliott,Hambrick,Staff,6/28/1999,1/1/9999
13030,Yahiko,Kroll,Senior Staff,11/25/1999,1/1/9999
13030,Yahiko,Kroll,Staff,11/25/1993,11/25/1999
13046,Vivian,Stafford,Senior Staff,4/19/1987,1/1/9999
13047,Atilio,Chelton,Engineer,2/26/1992,2/25/1997
13047,Atilio,Chelton,Senior Engineer,2/25/1997,1/1/9999
13075,Rosella,Morrin,Senior Staff,8/17/1991,1/1/9999
13075,Rosella,Morrin,Staff,8/17/1986,8/17/1991
13076,Deniz,Skafidas,Engineer,1/28/1995,1/1/9999
13096,Ibibia,Armand,Engineer,4/22/1994,4/22/2001
13096,Ibibia,Armand,Senior Engineer,4/22/2001,1/1/9999
13103,Srinidhi,Ellozy,Senior Engineer,6/19/1988,1/1/9999
13124,Quingbo,Garnick,Senior Staff,3/17/1985,1/1/9999
13133,Guther,Senzako,Senior Staff,9/3/1991,1/1/9999
13133,Guther,Senzako,Staff,9/3/1985,9/3/1991
13134,Lorien,Chepyzhov,Engineer,10/23/1987,10/22/1993
13134,Lorien,Chepyzhov,Senior Engineer,10/22/1993,1/1/9999
13144,Persi,Nollmann,Senior Staff,6/19/1997,1/1/9999
13144,Persi,Nollmann,Staff,6/19/1989,6/19/1997
13146,Haldon,Erie,Senior Staff,5/25/1985,1/1/9999
13147,Shichao,Ginesta,Senior Staff,6/29/1998,1/1/9999
13147,Shichao,Ginesta,Staff,6/29/1993,6/29/1998
13156,Akeel,Millington,Engineer,8/18/1992,8/18/2000
13156,Akeel,Millington,Senior Engineer,8/18/2000,1/1/9999
13165,Lucian,Benner,Engineer,3/16/1988,3/17/1995
13165,Lucian,Benner,Senior Engineer,3/17/1995,1/1/9999
13168,Munir,Stentiford,Engineer,9/11/1987,9/10/1992
13168,Munir,Stentiford,Senior Engineer,9/10/1992,1/1/9999
13170,Cheong,Bernardeschi,Senior Staff,1/9/1998,1/1/9999
13170,Cheong,Bernardeschi,Staff,1/9/1993,1/9/1998
13171,Anoosh,Birnbaum,Engineer,8/31/1987,8/31/1995
13171,Anoosh,Birnbaum,Senior Engineer,8/31/1995,1/1/9999
13173,Arve,Horswill,Senior Staff,9/23/1996,1/1/9999
13173,Arve,Horswill,Staff,9/24/1987,9/23/1996
13179,Moty,Janocha,Staff,2/19/1999,1/1/9999
13182,Kokou,Rodite,Engineer,3/3/1999,1/1/9999
13186,Kyoichi,Barbanera,Senior Staff,4/29/1995,1/1/9999
13186,Kyoichi,Barbanera,Staff,4/29/1986,4/29/1995
13192,Rosita,Flowers,Technique Leader,2/1/1993,1/1/9999
13202,Aram,Scharstein,Senior Staff,3/28/1992,1/1/9999
13202,Aram,Scharstein,Staff,3/29/1986,3/28/1992
13210,Jianhua,Klassen,Senior Staff,7/27/2002,1/1/9999
13210,Jianhua,Klassen,Staff,7/27/1997,7/27/2002
13213,Hein,Billawala,Senior Staff,8/30/1993,1/1/9999
13213,Hein,Billawala,Staff,8/30/1988,8/30/1993
13232,Mitchel,Fujisaki,Technique Leader,6/2/1986,1/1/9999
13233,Alselm,Chvatal,Engineer,3/31/1987,3/31/1995
13233,Alselm,Chvatal,Senior Engineer,3/31/1995,1/1/9999
13238,Ebru,Foote,Senior Staff,10/10/1998,1/1/9999
13238,Ebru,Foote,Staff,10/10/1993,10/10/1998
13240,King,Pileggi,Engineer,3/10/1994,3/10/2001
13240,King,Pileggi,Senior Engineer,3/10/2001,1/1/9999
13250,Zeydy,Schusler,Assistant Engineer,10/28/1988,10/28/1993
13250,Zeydy,Schusler,Engineer,10/28/1993,10/27/1998
13250,Zeydy,Schusler,Senior Engineer,10/27/1998,1/1/9999
13272,Arun,Jiang,Senior Staff,3/10/1985,1/1/9999
13276,Yechiam,Seuren,Senior Staff,3/9/1991,1/1/9999
13276,Yechiam,Seuren,Staff,3/9/1986,3/9/1991
13288,Muneo,Broomell,Senior Staff,4/14/1995,1/1/9999
13288,Muneo,Broomell,Staff,4/14/1987,4/14/1995
13291,Georg,Stamatiou,Engineer,10/30/1986,10/30/1993
13291,Georg,Stamatiou,Senior Engineer,10/30/1993,1/1/9999
13302,Mack,Alencar,Engineer,9/26/1990,9/26/1997
13302,Mack,Alencar,Senior Engineer,9/26/1997,1/1/9999
13315,Sakthirel,Stroustrup,Engineer,6/2/1991,6/2/1999
13315,Sakthirel,Stroustrup,Senior Engineer,6/2/1999,1/1/9999
13332,Nidapan,Pearson,Assistant Engineer,9/24/1987,9/23/1992
13332,Nidapan,Pearson,Engineer,9/23/1992,9/23/1997
13332,Nidapan,Pearson,Senior Engineer,9/23/1997,1/1/9999
13333,Yoshinari,Hennebert,Assistant Engineer,3/23/1988,3/23/1996
13333,Yoshinari,Hennebert,Engineer,3/23/1996,1/1/9999
13341,Bodh,Doering,Senior Staff,3/10/1992,1/1/9999
13341,Bodh,Doering,Staff,3/11/1986,3/10/1992
13343,Heon,Usery,Senior Staff,7/30/1995,1/1/9999
13343,Heon,Usery,Staff,7/29/1988,7/30/1995
13368,Kiyokazu,Klassen,Staff,9/30/1997,1/1/9999
13371,Nakhoon,Riexinger,Senior Engineer,12/13/1991,1/1/9999
13373,Juichirou,Naumovich,Senior Staff,8/23/2000,1/1/9999
13373,Juichirou,Naumovich,Staff,8/24/1991,8/23/2000
13385,Claudi,Buchter,Senior Staff,6/10/1986,1/1/9999
13386,Khosrow,Sgarro,Technique Leader,2/23/1986,1/1/9999
13389,Divine,Cmelik,Senior Staff,3/23/1988,1/1/9999
13392,Fumitake,Beidas,Senior Staff,8/26/1993,1/1/9999
13392,Fumitake,Beidas,Staff,8/26/1988,8/26/1993
13396,Chuanyi,Aumann,Senior Staff,3/29/1994,1/1/9999
13402,Augustine,Dulli,Engineer,9/12/1999,1/1/9999
13405,Randy,Baba,Senior Staff,5/10/1990,1/1/9999
13407,Gio,Chenoweth,Engineer,10/3/1992,10/3/2001
13407,Gio,Chenoweth,Senior Engineer,10/3/2001,1/1/9999
13408,Sreekrishna,Lagarias,Engineer,7/25/1995,7/24/2000
13408,Sreekrishna,Lagarias,Senior Engineer,7/24/2000,1/1/9999
13415,Nathalie,Speer,Technique Leader,4/25/1991,1/1/9999
13422,Vishwani,Gerlach,Engineer,1/17/1988,1/17/1995
13422,Vishwani,Gerlach,Senior Engineer,1/17/1995,1/1/9999
13442,Giordano,Miake,Senior Staff,6/16/1994,1/1/9999
13442,Giordano,Miake,Staff,6/16/1987,6/16/1994
13443,Mayuko,Puppo,Engineer,12/26/1990,12/25/1996
13443,Mayuko,Puppo,Senior Engineer,12/25/1996,1/1/9999
13445,Renee,Dehkordi,Engineer,11/29/1996,1/1/9999
13451,Gretta,Weiland,Senior Staff,8/23/1995,1/1/9999
13451,Gretta,Weiland,Staff,8/23/1986,8/23/1995
13457,Shooichi,Parfitt,Engineer,1/18/1986,1/18/1991
13457,Shooichi,Parfitt,Senior Engineer,1/18/1991,1/1/9999
13458,Feipei,Nivat,Engineer,3/2/1989,3/2/1995
13458,Feipei,Nivat,Senior Engineer,3/2/1995,1/1/9999
13463,Theron,Berstel,Engineer,1/26/1988,1/25/1993
13463,Theron,Berstel,Senior Engineer,1/25/1993,1/1/9999
13465,Sasan,Rehfuss,Engineer,3/12/1999,1/1/9999
13493,Uinam,Jullig,Engineer,9/7/1987,9/6/1992
13493,Uinam,Jullig,Senior Engineer,9/6/1992,1/1/9999
13504,Parto,Mandell,Assistant Engineer,12/21/1986,12/21/1994
13504,Parto,Mandell,Engineer,12/21/1994,1/1/9999
13524,Chaoyi,Porotnikoff,Senior Staff,10/27/2000,1/1/9999
13524,Chaoyi,Porotnikoff,Staff,10/28/1995,10/27/2000
13535,Arunas,Schlenzig,Assistant Engineer,5/19/1986,5/19/1993
13535,Arunas,Schlenzig,Engineer,5/19/1993,5/19/2000
13535,Arunas,Schlenzig,Senior Engineer,5/19/2000,1/1/9999
13546,Aimee,Brookner,Engineer,10/26/1988,10/26/1997
13546,Aimee,Brookner,Senior Engineer,10/26/1997,1/1/9999
13549,Matk,Koprowski,Technique Leader,6/18/1997,1/1/9999
13552,Ingmar,Capobianchi,Senior Staff,3/23/1993,1/1/9999
13552,Ingmar,Capobianchi,Staff,3/23/1985,3/23/1993
13576,Jungsoon,Engberts,Senior Staff,8/29/2001,1/1/9999
13576,Jungsoon,Engberts,Staff,8/29/1992,8/29/2001
13605,Dmitry,Encarnacion,Senior Staff,9/29/1991,1/1/9999
13605,Dmitry,Encarnacion,Staff,9/29/1985,9/29/1991
13621,Fei,Haddadi,Assistant Engineer,2/9/1987,2/9/1995
13621,Fei,Haddadi,Engineer,2/9/1995,1/1/9999
13624,Zhigen,Yurek,Senior Staff,5/11/1996,1/1/9999
13624,Zhigen,Yurek,Staff,5/12/1987,5/11/1996
13629,Dzung,Trelles,Engineer,1/3/1987,1/3/1994
13629,Dzung,Trelles,Senior Engineer,1/3/1994,1/1/9999
13648,Zejun,Lamba,Technique Leader,11/16/1985,1/1/9999
13653,Kristen,Iivonen,Senior Staff,1/17/2000,1/1/9999
13653,Kristen,Iivonen,Staff,1/17/1991,1/17/2000
13670,Moti,Takanami,Senior Engineer,6/30/1988,1/1/9999
13680,Denny,Speer,Staff,2/5/1996,1/1/9999
13685,Weicheng,Hockney,Engineer,11/29/1991,11/29/1999
13685,Weicheng,Hockney,Senior Engineer,11/29/1999,1/1/9999
13697,Shuichi,Weedon,Technique Leader,6/20/1985,1/1/9999
13704,Vishu,Kumaresan,Engineer,10/1/1987,10/1/1995
13704,Vishu,Kumaresan,Senior Engineer,10/1/1995,1/1/9999
13721,Sugwoo,Delgrossi,Senior Staff,9/20/2001,1/1/9999
13721,Sugwoo,Delgrossi,Staff,9/21/1995,9/20/2001
13727,Vitali,Merey,Staff,10/7/1999,1/1/9999
13738,Bangqing,Mitchem,Engineer,6/30/1998,1/1/9999
13766,Tremaine,Heemskerk,Senior Staff,8/18/1986,1/1/9999
13769,Yakichi,Trogemann,Senior Staff,10/18/1988,1/1/9999
13775,Arve,Maierhofer,Senior Staff,10/21/1994,1/1/9999
13775,Arve,Maierhofer,Staff,10/21/1987,10/21/1994
13786,Takushi,Berendt,Senior Staff,5/19/1995,1/1/9999
13786,Takushi,Berendt,Staff,5/19/1989,5/19/1995
13787,Xiaobin,Sinicrope,Engineer,10/30/1990,10/29/1996
13787,Xiaobin,Sinicrope,Senior Engineer,10/29/1996,1/1/9999
13792,Valery,Sury,Senior Staff,7/27/1991,1/1/9999
13792,Valery,Sury,Staff,7/27/1985,7/27/1991
13796,Paloma,Thorelli,Engineer,1/1/1996,1/1/9999
13809,Kiyotoshi,Basagni,Senior Staff,1/12/1991,1/1/9999
13809,Kiyotoshi,Basagni,Staff,1/12/1986,1/12/1991
13815,Guadalupe,Plotkin,Engineer,9/9/1985,9/9/1993
13815,Guadalupe,Plotkin,Senior Engineer,9/9/1993,1/1/9999
13825,Arlette,Pell,Technique Leader,8/2/1986,1/1/9999
13841,Christophe,Spinelli,Technique Leader,2/1/1992,1/1/9999
13842,Juichirou,Cichocki,Senior Staff,4/20/2000,1/1/9999
13842,Juichirou,Cichocki,Staff,4/21/1991,4/20/2000
13846,Guiseppe,Welham,Senior Staff,3/20/1985,1/1/9999
13853,Mingsen,Roohalamini,Senior Staff,3/25/1991,1/1/9999
13859,Anoosh,Fujisawa,Engineer,8/23/1987,8/22/1992
13859,Anoosh,Fujisawa,Senior Engineer,8/22/1992,1/1/9999
13884,Kensei,Swift,Engineer,12/21/1998,1/1/9999
13894,Ult,Schonegge,Assistant Engineer,11/28/1987,11/28/1995
13894,Ult,Schonegge,Engineer,11/28/1995,1/1/9999
13904,Youngkon,Cairo,Senior Engineer,9/3/1987,1/1/9999
13934,Shiv,Bratsberg,Senior Engineer,4/5/1990,1/1/9999
13942,Elzbieta,Esteva,Technique Leader,10/13/1997,1/1/9999
13951,Mooi,Genther,Senior Staff,12/28/1990,1/1/9999
13951,Mooi,Genther,Staff,12/28/1985,12/28/1990
13960,Nechama,Hettesheimer,Senior Staff,4/6/1996,1/1/9999
13962,Maris,Ghelli,Senior Engineer,10/26/1994,1/1/9999
13966,Boguslaw,Cooman,Senior Staff,12/26/1990,1/1/9999
13969,Jianwen,Chandrasekhar,Technique Leader,5/29/1985,1/1/9999
13990,Deborah,Schapiro,Assistant Engineer,6/10/1988,6/10/1996
13990,Deborah,Schapiro,Engineer,6/10/1996,1/1/9999
13992,Ulises,Kenevan,Senior Staff,7/27/1994,1/1/9999
13992,Ulises,Kenevan,Staff,7/27/1988,7/27/1994
13999,Florian,Crouzet,Senior Staff,2/25/2000,1/1/9999
13999,Florian,Crouzet,Staff,2/25/1995,2/25/2000
14005,Vojin,Stellhorn,Technique Leader,5/10/1985,1/1/9999
14015,Manibrata,Picaronny,Senior Engineer,8/15/1997,1/1/9999
14034,Aloys,Seghrouchni,Senior Staff,8/26/1991,1/1/9999
14034,Aloys,Seghrouchni,Staff,8/26/1985,8/26/1991
14041,Shan,DeMori,Senior Staff,12/22/1995,1/1/9999
14041,Shan,DeMori,Staff,12/22/1987,12/22/1995
14067,Godehard,Trachtenberg,Engineer,2/14/1994,2/14/2000
14067,Godehard,Trachtenberg,Senior Engineer,2/14/2000,1/1/9999
14088,Mori,Leslie,Senior Staff,11/10/1994,1/1/9999
14088,Mori,Leslie,Staff,11/10/1987,11/10/1994
14107,Xiahua,Rindone,Senior Staff,12/15/1999,1/1/9999
14107,Xiahua,Rindone,Staff,12/15/1991,12/15/1999
14111,Leszek,Cummings,Senior Staff,9/26/1999,1/1/9999
14111,Leszek,Cummings,Staff,9/25/1992,9/26/1999
14118,Kasturi,Anido,Senior Staff,4/6/1985,1/1/9999
14167,Adas,Hertweck,Engineer,12/1/1985,12/1/1994
14167,Adas,Hertweck,Senior Engineer,12/1/1994,1/1/9999
14191,Jiann,Luby,Engineer,1/16/1987,1/15/1993
14191,Jiann,Luby,Senior Engineer,1/15/1993,1/1/9999
14209,Masanao,Kusakabe,Senior Staff,4/6/1988,1/1/9999
14220,Tomofumi,Pargas,Senior Engineer,12/2/1987,1/1/9999
14232,Masali,Bojadziev,Engineer,9/10/1994,9/10/1999
14232,Masali,Bojadziev,Senior Engineer,9/10/1999,1/1/9999
14236,Xuedong,Angiulli,Senior Staff,11/7/1988,1/1/9999
14237,Abdulla,Gerlach,Engineer,6/13/1986,6/13/1994
14237,Abdulla,Gerlach,Senior Engineer,6/13/1994,1/1/9999
14242,Sudhanshu,Benaini,Senior Staff,6/27/1992,1/1/9999
14242,Sudhanshu,Benaini,Staff,6/27/1985,6/27/1992
14257,Kwok,Massonet,Staff,2/4/1998,1/1/9999
14290,Miyeon,Olivero,Senior Engineer,3/29/1992,1/1/9999
14292,Susanna,Vigier,Senior Staff,2/18/1997,1/1/9999
14292,Susanna,Vigier,Staff,2/19/1988,2/18/1997
14298,Chriss,Granlund,Engineer,1/7/1996,1/6/2001
14298,Chriss,Granlund,Senior Engineer,1/6/2001,1/1/9999
14310,Marlo,Leuchs,Senior Staff,2/23/1987,1/1/9999
14320,Sreenivas,Schaar,Engineer,6/30/1986,6/29/1992
14320,Sreenivas,Schaar,Senior Engineer,6/29/1992,1/1/9999
14322,Shem,Kakkad,Engineer,11/19/1999,1/1/9999
14323,Golgen,Leslie,Staff,8/5/1997,1/1/9999
14340,Vitaly,Wixon,Engineer,12/19/1986,12/19/1995
14340,Vitaly,Wixon,Senior Engineer,12/19/1995,1/1/9999
14344,Otilia,Buescher,Technique Leader,12/16/1988,1/1/9999
14354,Mong,Bojadziev,Senior Staff,8/28/1990,1/1/9999
14354,Mong,Bojadziev,Staff,8/28/1985,8/28/1990
14360,Janche,Erbe,Senior Staff,8/1/1997,1/1/9999
14372,Saniya,Srimani,Engineer,12/26/1999,1/1/9999
14384,Tomofumi,Holburn,Technique Leader,2/13/1988,1/1/9999
14422,Toshimo,Gadepally,Engineer,10/20/1985,10/20/1990
14422,Toshimo,Gadepally,Senior Engineer,10/20/1990,1/1/9999
14434,Elvis,Maginnis,Technique Leader,9/21/1989,1/1/9999
14439,Raimond,Woycyznski,Engineer,11/1/1986,11/1/1994
14439,Raimond,Woycyznski,Senior Engineer,11/1/1994,1/1/9999
14460,Yagil,Lueh,Engineer,1/23/1988,1/23/1995
14460,Yagil,Lueh,Senior Engineer,1/23/1995,1/1/9999
14478,Munehiro,Boissier,Senior Staff,6/28/1992,1/1/9999
14481,Moti,Lammel,Engineer,8/25/1987,8/24/1993
14481,Moti,Lammel,Senior Engineer,8/24/1993,1/1/9999
14483,Supot,Marrevee,Senior Engineer,1/30/1986,1/1/9999
14486,Indrajit,Birdsall,Engineer,8/12/1994,8/12/1999
14486,Indrajit,Birdsall,Senior Engineer,8/12/1999,1/1/9999
14498,Xiong,Selenyi,Senior Staff,10/17/1994,1/1/9999
14498,Xiong,Selenyi,Staff,10/17/1988,10/17/1994
14501,Taizo,Kroft,Technique Leader,11/20/1991,1/1/9999
14509,Danil,Aloia,Senior Staff,12/16/2001,1/1/9999
14509,Danil,Aloia,Staff,12/17/1995,12/16/2001
14513,Samphel,Barreiro,Senior Staff,7/28/1985,1/1/9999
14515,Kazuhisa,Versino,Engineer,2/19/1991,2/19/1996
14515,Kazuhisa,Versino,Senior Engineer,2/19/1996,1/1/9999
14516,Kristian,Underwood,Senior Staff,4/8/1989,1/1/9999
14518,Patricia,Peir,Engineer,2/18/1996,1/1/9999
14522,Chuanyi,Ranta,Senior Staff,1/14/1990,1/1/9999
14537,Babette,Engelmann,Engineer,3/17/1989,3/17/1994
14537,Babette,Engelmann,Senior Engineer,3/17/1994,1/1/9999
14552,Ibibia,Snyers,Engineer,6/13/1994,6/13/1999
14552,Ibibia,Snyers,Senior Engineer,6/13/1999,1/1/9999
14556,Fatemeh,Zultner,Assistant Engineer,12/26/1986,12/26/1994
14556,Fatemeh,Zultner,Engineer,12/26/1994,1/1/9999
14560,Elrique,Driscoll,Engineer,5/21/1985,5/21/1993
14560,Elrique,Driscoll,Senior Engineer,5/21/1993,1/1/9999
14581,Gao,Condotta,Engineer,6/28/1988,6/28/1996
14581,Gao,Condotta,Senior Engineer,6/28/1996,1/1/9999
14582,Kiyokazu,Morrin,Senior Engineer,4/8/1999,1/1/9999
14600,Jayson,Cairo,Senior Staff,10/24/1988,1/1/9999
14603,Lech,Marquardt,Engineer,1/19/1986,1/19/1993
14603,Lech,Marquardt,Senior Engineer,1/19/1993,1/1/9999
14607,Suzette,Selvestrel,Staff,6/26/1994,1/1/9999
14620,Jianhua,Erev,Engineer,8/4/1988,8/4/1993
14620,Jianhua,Erev,Senior Engineer,8/4/1993,1/1/9999
14621,Souichi,Wixon,Senior Staff,1/20/1992,1/1/9999
14621,Souichi,Wixon,Staff,1/20/1987,1/20/1992
14632,Gudjon,McClurg,Assistant Engineer,8/1/1987,8/1/1994
14632,Gudjon,McClurg,Engineer,8/1/1994,8/1/2001
14632,Gudjon,McClurg,Senior Engineer,8/1/2001,1/1/9999
14639,Arvind,Hempstead,Senior Staff,11/8/1994,1/1/9999
14639,Arvind,Hempstead,Staff,11/8/1987,11/8/1994
14640,Toshimori,Kornatzky,Engineer,5/20/1992,5/20/1998
14640,Toshimori,Kornatzky,Senior Engineer,5/20/1998,1/1/9999
14642,Florian,Kuhnemann,Engineer,6/5/1987,6/4/1996
14642,Florian,Kuhnemann,Senior Engineer,6/4/1996,1/1/9999
14645,Laurentiu,Glinert,Engineer,5/1/1987,5/1/1995
14645,Laurentiu,Glinert,Senior Engineer,5/1/1995,1/1/9999
14648,IEEE,Lorys,Senior Staff,11/16/1994,1/1/9999
14648,IEEE,Lorys,Staff,11/16/1986,11/16/1994
14659,Sashi,Adachi,Engineer,3/16/1985,3/16/1990
14659,Sashi,Adachi,Senior Engineer,3/16/1990,1/1/9999
14675,Teunis,Angel,Senior Staff,9/25/1988,1/1/9999
14677,Herbert,Sifakis,Senior Engineer,2/12/1987,1/1/9999
14683,Alois,Basart,Engineer,12/2/1986,12/2/1994
14683,Alois,Basart,Senior Engineer,12/2/1994,1/1/9999
14690,Yechezkel,Bellone,Engineer,2/25/1986,2/25/1994
14690,Yechezkel,Bellone,Senior Engineer,2/25/1994,1/1/9999
14693,Brewster,Stranks,Senior Staff,5/4/1992,1/1/9999
14693,Brewster,Stranks,Staff,5/5/1986,5/4/1992
14710,Mahmut,Hainaut,Senior Staff,9/18/1988,1/1/9999
14723,Constantino,Assaf,Senior Staff,6/1/2002,1/1/9999
14723,Constantino,Assaf,Staff,6/1/1993,6/1/2002
